TrainCategory,TrainId,FromStation,DepartureFromStation,ToStation,ArrivalToStation,Demand,Distance_KM,Electrified,OriginTrainId
L,39_4039,FA/86,758,VJ/86,771,295,25.7,false,39
L,39_4039,VJ/86,773,AR/86,818,263,82.8,false,39
L,39_4039,AR/86,825,ABL/86,908,141,145.3,false,4039
L,43_943,CPH/86,686,FA/86,814,324,230.2,true,43
L,43_943,FA/86,821,SDB/86,912,105,136.5,true,943
L,43_4043,CPH/86,686,FA/86,814,324,230.2,true,43
L,43_4043,FA/86,818,VJ/86,831,278,25.7,false,43
L,43_4043,VJ/86,833,AR/86,878,261,82.8,false,43
L,43_4043,AR/86,885,ABL/86,968,169,145.3,false,4043
L,47_747,CPH/86,746,FA/86,874,365,230.2,true,47
L,47_747,FA/86,878,VJ/86,891,383,25.7,false,47
L,47_747,VJ/86,899,STR/86,1008,76,129.7,false,747
L,47_4047,CPH/86,746,FA/86,874,365,230.2,true,47
L,47_4047,FA/86,878,VJ/86,891,383,25.7,false,47
L,47_4047,VJ/86,893,AR/86,938,305,82.8,false,47
L,47_4047,AR/86,945,ABL/86,1028,249,145.3,false,4047
L,51_951,CPH/86,806,FA/86,934,386,230.2,true,51
L,51_951,FA/86,941,SDB/86,1032,111,136.5,true,951
L,51_4051,CPH/86,806,FA/86,934,386,230.2,true,51
L,51_4051,FA/86,938,VJ/86,951,322,25.7,false,51
L,51_4051,VJ/86,953,AR/86,998,298,82.8,false,51
L,51_4051,AR/86,1005,ABL/86,1088,156,145.3,false,4051
L,55_4055,CPH/86,866,FA/86,994,441,230.2,true,55
L,55_4055,FA/86,998,VJ/86,1011,379,25.7,false,55
L,55_4055,VJ/86,1013,AR/86,1058,330,82.8,false,55
L,55_4055,AR/86,1065,AB/86,1133,111,139.8,false,4055
L,59_959,CPH/86,926,FA/86,1054,653,230.2,true,59
L,59_959,FA/86,1061,SDB/86,1152,109,136.5,true,959
L,59_4059,CPH/86,926,FA/86,1054,653,230.2,true,59
L,59_4059,FA/86,1058,VJ/86,1071,407,25.7,false,59
L,59_4059,VJ/86,1073,AR/86,1118,355,82.8,false,59
L,59_4059,AR/86,1125,AB/86,1193,90,139.8,false,4059
L,63_763,CPH/86,986,FA/86,1114,589,230.2,true,63
L,63_763,FA/86,1123,STR/86,1248,97,155.4,false,763
L,63_4063,CPH/86,986,FA/86,1114,589,230.2,true,63
L,63_4063,FA/86,1118,VJ/86,1131,364,25.7,false,63
L,63_4063,VJ/86,1133,AR/86,1178,337,82.8,false,63
L,63_4063,AR/86,1185,AB/86,1253,78,139.8,false,4063
L,67_967,CPH/86,1047,FA/86,1174,380,230.2,true,67
L,67_967,FA/86,1181,SDB/86,1272,65,136.5,true,967
L,67_4067,CPH/86,1047,FA/86,1174,380,230.2,true,67
L,67_4067,FA/86,1178,VJ/86,1191,270,25.7,false,67
L,67_4067,VJ/86,1193,AR/86,1238,233,82.8,false,67
L,67_4067,AR/86,1245,AB/86,1313,87,139.8,false,4067
L,75_975,CPH/86,1166,FA/86,1294,248,230.2,true,75
L,75_975,FA/86,1301,SDB/86,1392,43,136.5,true,975
IC,101_4101,KH/86,35,FA/86,177,115,220.6,true,101
IC,101_4101,FA/86,183,AR/86,248,69,108.5,false,101
IC,101_4101,AR/86,255,ABL/86,344,69,145.3,false,4101
IC,107_2304,KH/86,155,FA/86,295,53,220.6,true,107
IC,107_2304,FA/86,307,ES/86,370,19,88.5,true,2304
IC,107_4107,KH/86,155,FA/86,295,53,220.6,true,107
IC,107_4107,FA/86,305,AR/86,365,96,108.5,false,107
IC,107_4107,AR/86,372,ABL/86,464,143,145.3,false,4107
IC,113_413,KH/86,230,FA/86,362,49,220.6,true,113
IC,113_413,FA/86,369,AR/86,428,167,108.5,false,413
IC,113_2308,KH/86,230,FA/86,362,49,220.6,true,113
IC,113_2308,FA/86,367,ES/86,430,44,88.5,true,2308
IC,117_417,KH/86,290,FA/86,422,107,220.6,true,117
IC,117_417,FA/86,429,AR/86,488,213,108.5,false,417
IC,121_421,KH/86,350,FA/86,482,212,220.6,true,121
IC,121_421,FA/86,489,AR/86,548,138,108.5,false,421
IC,125_4125,KK/86,401,FA/86,542,305,223.7,true,125
IC,125_4125,FA/86,549,AR/86,608,115,108.5,false,125
IC,125_4125,AR/86,615,ABL/86,704,77,145.3,false,4125
IC,129_429,KK/86,461,FA/86,602,252,223.7,true,129
IC,129_429,FA/86,609,AR/86,668,92,108.5,false,429
IC,133_433,HGL/86,515,FA/86,662,151,225.8,true,133
IC,133_433,FA/86,669,AR/86,728,119,108.5,false,433
IC,137_437,KH/86,590,FA/86,722,85,220.6,true,137
IC,137_437,FA/86,729,AR/86,788,135,108.5,false,437
IC,141_4141,KH/86,650,FA/86,782,121,220.6,true,141
IC,141_4141,FA/86,789,AR/86,848,111,108.5,false,141
IC,141_4141,AR/86,855,ABL/86,944,150,145.3,false,4141
IC,145_445,KK/86,701,FA/86,842,123,223.7,true,145
IC,145_445,FA/86,849,AR/86,908,217,108.5,false,445
IC,149_449,KK/86,761,FA/86,902,141,223.7,true,149
IC,149_449,FA/86,909,AR/86,968,286,108.5,false,449
IC,153_453,KK/86,821,FA/86,962,241,223.7,true,153
IC,153_453,FA/86,969,AR/86,1028,231,108.5,false,453
IC,157_4157,HGL/86,874,FA/86,1022,465,225.8,true,157
IC,157_4157,FA/86,1029,AR/86,1088,151,108.5,false,157
IC,157_4157,AR/86,1095,ABL/86,1184,61,145.3,false,4157
IC,161_461,HGL/86,934,FA/86,1082,519,225.8,true,161
IC,161_461,FA/86,1089,AR/86,1148,128,108.5,false,461
IC,165_465,KK/86,1001,FA/86,1142,395,223.7,true,165
IC,165_465,FA/86,1149,AR/86,1208,106,108.5,false,465
IC,173_471,KK/86,1121,FA/86,1262,130,223.7,true,173
IC,173_471,FA/86,1269,AR/86,1328,49,108.5,false,471
IC,177_477,HGL/86,1174,FA/86,1322,125,225.8,true,177
IC,177_477,FA/86,1329,AR/86,1400,48,108.5,false,477
IC,181_2376,KH/86,1250,FA/86,1382,166,220.6,true,181
IC,181_2376,FA/86,1392,ES/86,1455,55,88.5,true,2376
IC,190_1490,AR/86,40,FA/86,111,35,108.5,false,190
IC,190_1490,FA/86,116,KH/86,265,151,220.6,true,190
IC,190_1490,KH/86,279,CPH/86,292,132,11.8,true,1490
IC,227_827,CPH/86,425,OD/86,530,208,166.9,true,227
IC,227_827,OD/86,549,ES/86,626,107,142.3,true,827
IC,251_851,CPH/86,785,OD/86,890,138,166.9,true,251
IC,251_851,OD/86,909,ES/86,986,148,142.3,true,851
IC,255_855,CPH/86,845,OD/86,950,217,166.9,true,255
IC,255_855,OD/86,969,ES/86,1046,171,142.3,true,855
IC,259_859,CPH/86,905,OD/86,1010,347,166.9,true,259
IC,259_859,OD/86,1029,ES/86,1106,205,142.3,true,859
IC,263_863,CPH/86,965,OD/86,1070,248,166.9,true,263
IC,263_863,OD/86,1089,ES/86,1166,155,142.3,true,863
IC,412_112,AR/86,350,FA/86,409,162,108.5,false,412
IC,412_112,FA/86,416,HGL/86,565,391,225.8,true,112
IC,412_2312,AR/86,350,FA/86,409,162,108.5,false,412
IC,412_2312,FA/86,411,ES/86,474,81,88.5,true,2312
IC,413_4113,FA/86,369,AR/86,428,167,108.5,false,413
IC,413_4113,AR/86,435,ABL/86,524,178,145.3,false,4113
IC,416_116,AR/86,410,FA/86,469,239,108.5,false,416
IC,416_116,FA/86,476,HGL/86,625,169,225.8,true,116
IC,416_2316,AR/86,410,FA/86,469,239,108.5,false,416
IC,416_2316,FA/86,471,ES/86,534,132,88.5,true,2316
IC,417_4117,FA/86,429,AR/86,488,213,108.5,false,417
IC,417_4117,AR/86,495,ABL/86,584,88,145.3,false,4117
IC,421_4121,FA/86,489,AR/86,548,138,108.5,false,421
IC,421_4121,AR/86,555,ABL/86,644,47,145.3,false,4121
IC,424_124,AR/86,530,FA/86,589,151,108.5,false,424
IC,424_124,FA/86,596,KH/86,730,135,220.6,true,124
IC,424_2324,AR/86,530,FA/86,589,151,108.5,false,424
IC,424_2324,FA/86,591,ES/86,654,100,88.5,true,2324
IC,428_128,AR/86,590,FA/86,649,69,108.5,false,428
IC,428_128,FA/86,656,KK/86,799,125,223.7,true,128
IC,428_2328,AR/86,590,FA/86,649,69,108.5,false,428
IC,428_2328,FA/86,651,ES/86,714,37,88.5,true,2328
IC,429_4129,FA/86,609,AR/86,668,92,108.5,false,429
IC,429_4129,AR/86,675,ABL/86,764,70,145.3,false,4129
IC,432_132,AR/86,650,FA/86,709,96,108.5,false,432
IC,432_132,FA/86,716,HGL/86,869,165,225.8,true,132
IC,432_2332,AR/86,650,FA/86,709,96,108.5,false,432
IC,432_2332,FA/86,711,ES/86,774,82,88.5,true,2332
IC,433_4133,FA/86,669,AR/86,728,119,108.5,false,433
IC,433_4133,AR/86,735,ABL/86,824,106,145.3,false,4133
IC,437_4137,FA/86,729,AR/86,788,135,108.5,false,437
IC,437_4137,AR/86,795,ABL/86,884,127,145.3,false,4137
IC,440_140,AR/86,770,FA/86,829,113,108.5,false,440
IC,440_140,FA/86,836,KK/86,979,236,223.7,true,140
IC,440_2340,AR/86,770,FA/86,829,113,108.5,false,440
IC,440_2340,FA/86,831,ES/86,894,108,88.5,true,2340
IC,444_144,AR/86,830,FA/86,889,230,108.5,false,444
IC,444_144,FA/86,896,HGL/86,1049,262,225.8,true,144
IC,444_2344,AR/86,830,FA/86,889,230,108.5,false,444
IC,444_2344,FA/86,891,ES/86,954,124,88.5,true,2344
IC,445_4145,FA/86,849,AR/86,908,217,108.5,false,445
IC,445_4145,AR/86,915,ABL/86,1004,279,145.3,false,4145
IC,448_148,AR/86,890,FA/86,949,127,108.5,false,448
IC,448_148,FA/86,956,KK/86,1099,187,223.7,true,148
IC,448_2348,AR/86,890,FA/86,949,127,108.5,false,448
IC,448_2348,FA/86,951,ES/86,1014,109,88.5,true,2348
IC,449_4149,FA/86,909,AR/86,968,286,108.5,false,449
IC,449_4149,AR/86,975,ABL/86,1064,302,145.3,false,4149
IC,453_4153,FA/86,969,AR/86,1028,231,108.5,false,453
IC,453_4153,AR/86,1035,ABL/86,1124,161,145.3,false,4153
IC,456_156,AR/86,1010,FA/86,1069,151,108.5,false,456
IC,456_156,FA/86,1076,KK/86,1219,85,223.7,true,156
IC,456_2356,AR/86,1010,FA/86,1069,151,108.5,false,456
IC,456_2356,FA/86,1071,ES/86,1134,82,88.5,true,2356
IC,460_160,AR/86,1070,FA/86,1129,87,108.5,false,460
IC,460_160,FA/86,1136,KH/86,1270,80,220.6,true,160
IC,460_2360,AR/86,1070,FA/86,1129,87,108.5,false,460
IC,460_2360,FA/86,1131,ES/86,1194,44,88.5,true,2360
IC,461_4161,FA/86,1089,AR/86,1148,128,108.5,false,461
IC,461_4161,AR/86,1155,ABL/86,1244,55,145.3,false,4161
IC,464_164,AR/86,1130,FA/86,1189,100,108.5,false,464
IC,464_164,FA/86,1196,KH/86,1330,92,220.6,true,164
IC,464_2364,AR/86,1130,FA/86,1189,100,108.5,false,464
IC,464_2364,FA/86,1191,ES/86,1254,73,88.5,true,2364
IC,465_4165,FA/86,1149,AR/86,1208,106,108.5,false,465
IC,465_4165,AR/86,1215,ABL/86,1304,55,145.3,false,4165
IC,468_168,AR/86,1190,FA/86,1249,52,108.5,false,468
IC,468_168,FA/86,1256,KH/86,1390,58,220.6,true,168
IC,468_2368,AR/86,1190,FA/86,1249,52,108.5,false,468
IC,468_2368,FA/86,1251,ES/86,1314,55,88.5,true,2368
IC,474_172,AR/86,1250,FA/86,1309,95,108.5,false,474
IC,474_172,FA/86,1316,KH/86,1450,61,220.6,true,172
IC,474_2374,AR/86,1250,FA/86,1309,95,108.5,false,474
IC,474_2374,FA/86,1311,ES/86,1374,35,88.5,true,2374
L,722_22,STR/86,424,FA/86,554,75,155.4,false,722
L,722_22,FA/86,567,CPH/86,692,337,230.2,true,22
L,738_38,STR/86,664,FA/86,794,82,155.4,false,738
L,738_38,FA/86,807,CPH/86,932,388,230.2,true,38
L,746_46,STR/86,784,FA/86,914,124,155.4,false,746
L,746_46,FA/86,927,CPH/86,1052,409,230.2,true,46
L,762_62,STR/86,1024,FA/86,1154,52,155.4,false,762
L,762_62,FA/86,1167,CPH/86,1292,205,230.2,true,62
IC,806_206,ES/86,272,OD/86,352,35,142.3,true,806
IC,806_206,OD/86,369,CPH/86,474,249,166.9,true,206
IC,810_208,ES/86,332,OD/86,412,141,142.3,true,810
IC,810_208,OD/86,429,CPH/86,534,238,166.9,true,208
IC,814_214,ES/86,392,OD/86,472,191,142.3,true,814
IC,814_214,OD/86,490,CPH/86,594,143,166.9,true,214
IC,838_238,ES/86,752,OD/86,832,106,142.3,true,838
IC,838_238,OD/86,849,CPH/86,954,218,166.9,true,238
IC,842_242,ES/86,812,OD/86,892,152,142.3,true,842
IC,842_242,OD/86,909,CPH/86,1014,179,166.9,true,242
IC,846_246,ES/86,872,OD/86,952,177,142.3,true,846
IC,846_246,OD/86,969,CPH/86,1074,97,166.9,true,246
IC,850_250,ES/86,932,OD/86,1012,174,142.3,true,850
IC,850_250,OD/86,1029,CPH/86,1134,70,166.9,true,250
IC,875_2383,HGL/86,1156,OD/86,1260,174,163.3,true,875
IC,875_2383,OD/86,1269,ES/86,1346,80,142.3,true,875
IC,875_2383,ES/86,1361,FA/86,1425,26,88.5,true,2383
L,910_10,SDB/86,284,FA/86,377,67,136.5,true,910
L,910_10,FA/86,387,CPH/86,512,614,230.2,true,10
L,918_18,SDB/86,404,FA/86,497,87,136.5,true,918
L,918_18,FA/86,507,CPH/86,632,492,230.2,true,18
L,926_26,SDB/86,524,FA/86,617,87,136.5,true,926
L,926_26,FA/86,627,CPH/86,752,373,230.2,true,26
L,934_34,SDB/86,644,FA/86,737,73,136.5,true,934
L,934_34,FA/86,747,CPH/86,872,348,230.2,true,34
L,942_42,SDB/86,764,FA/86,857,67,136.5,true,942
L,942_42,FA/86,867,CPH/86,992,419,230.2,true,42
L,950_50,SDB/86,884,FA/86,977,78,136.5,true,950
L,950_50,FA/86,987,CPH/86,1112,494,230.2,true,50
L,958_58,SDB/86,1004,FA/86,1097,55,136.5,true,958
L,958_58,FA/86,1107,CPH/86,1232,309,230.2,true,58
L,966_66,SDB/86,1124,FA/86,1217,32,136.5,true,966
L,966_66,FA/86,1227,CPH/86,1352,182,230.2,true,66
RR,974_2776,SDB/86,1244,FA/86,1337,17,136.5,true,974
RR,974_2776,FA/86,1347,OD/86,1401,15,60.3,true,2776
RØ,1220_1541,NF/86,578,KH/86,655,100,144.7,false,1220
RØ,1220_1541,KH/86,662,KB/86,745,44,110.6,false,1541
RØ,1256_1577,NF/86,1118,KH/86,1195,51,144.7,false,1256
RØ,1256_1577,KH/86,1202,KB/86,1285,75,110.6,false,1577
IC,1401_101,CPH/86,12,KH/86,25,74,11.8,true,1401
IC,1401_101,KH/86,35,FA/86,177,115,220.6,true,101
IC,1401_101,FA/86,183,AR/86,248,69,108.5,false,101
IC,1407_107,CPH/86,132,KH/86,145,15,11.8,true,1407
IC,1407_107,KH/86,155,FA/86,295,53,220.6,true,107
IC,1407_107,FA/86,305,AR/86,365,96,108.5,false,107
IC,1413_113,CPH/86,206,KH/86,219,4,11.8,true,1413
IC,1413_113,KH/86,230,FA/86,362,49,220.6,true,113
IC,1417_117,CPH/86,266,KH/86,279,263,11.8,true,1417
IC,1417_117,KH/86,290,FA/86,422,107,220.6,true,117
IC,1485_185,CPH/86,1286,KH/86,1300,46,11.8,true,1485
IC,1485_185,KH/86,1310,OD/86,1408,163,160.3,true,185
IC,1489_191,CPH/86,1346,KH/86,1360,53,11.8,true,1489
IC,1489_191,KH/86,1370,FA/86,1502,340,220.6,true,191
IC,1489_191,FA/86,1508,AR/86,1578,170,108.5,false,191
IC,1493_193,CPH/86,1406,KH/86,1420,59,11.8,true,1493
IC,1493_193,KH/86,1430,OD/86,1528,213,160.3,true,193
RØ,1516_2439,KB/86,517,KK/86,607,183,113.7,false,1516
RØ,1516_2439,KK/86,608,NÆ/86,682,33,82.3,true,2439
RØ,1520_2443,KB/86,577,KK/86,667,99,113.7,false,1520
RØ,1520_2443,KK/86,668,NÆ/86,742,42,82.3,true,2443
RØ,1524_2447,KB/86,637,KK/86,727,129,113.7,false,1524
RØ,1524_2447,KK/86,728,NÆ/86,802,55,82.3,true,2447
RØ,1528_2451,KB/86,697,KK/86,787,102,113.7,false,1528
RØ,1528_2451,KK/86,788,NÆ/86,862,78,82.3,true,2451
RØ,1532_2455,KB/86,757,KK/86,847,142,113.7,false,1532
RØ,1532_2455,KK/86,848,NÆ/86,922,132,82.3,true,2455
RØ,1536_2459,KB/86,817,KK/86,907,181,113.7,false,1536
RØ,1536_2459,KK/86,908,NÆ/86,982,235,82.3,true,2459
RØ,1560_2483,KB/86,1177,KK/86,1266,100,113.7,false,1560
RØ,1560_2483,KK/86,1268,NÆ/86,1342,71,82.3,true,2483
RØ,1564_2487,KB/86,1237,KK/86,1326,56,113.7,false,1564
RØ,1564_2487,KK/86,1328,NÆ/86,1402,66,82.3,true,2487
RØ,1570_4270,KB/86,1310,KH/86,1410,36,110.6,false,1570
RØ,1570_4270,KH/86,1417,HG/86,1472,137,46.2,true,4270
RØ,2085_1285,HG/86,1258,KH/86,1313,48,46.2,true,2085
RØ,2085_1285,KH/86,1327,NF/86,1415,87,144.7,false,1285
RØ,2089_1289,HG/86,1318,KH/86,1373,36,46.2,true,2089
RØ,2089_1289,KH/86,1387,NF/86,1475,117,144.7,false,1289
RØ,2089_2291,HG/86,1318,KH/86,1373,36,46.2,true,2089
RØ,2089_2291,KH/86,1390,NÆ/86,1454,102,90.7,true,2291
RØ,2217_4817,KH/86,296,NÆ/86,362,36,90.7,true,2217
RØ,2217_4817,NÆ/86,373,NF/86,412,41,56.2,false,4817
RØ,2219_1221,HG/86,298,KH/86,353,57,46.2,true,2219
RØ,2219_1221,KH/86,364,NF/86,449,79,144.7,false,1221
RØ,2219_2221,HG/86,298,KH/86,353,57,46.2,true,2219
RØ,2219_2221,KH/86,356,NÆ/86,422,55,90.7,true,2221
RØ,2221_4821,KH/86,356,NÆ/86,422,55,90.7,true,2221
RØ,2221_4821,NÆ/86,433,NF/86,472,32,56.2,false,4821
RØ,2225_4825,HG/86,358,NÆ/86,482,192,136.9,true,2225
RØ,2225_4825,NÆ/86,493,NF/86,532,36,56.2,false,4825
RØ,2229_4829,HG/86,418,NÆ/86,542,398,136.9,true,2229
RØ,2229_4829,NÆ/86,553,NF/86,592,33,56.2,false,4829
RØ,2233_4833,HG/86,478,NÆ/86,602,377,136.9,true,2233
RØ,2233_4833,NÆ/86,613,NF/86,652,15,56.2,false,4833
RØ,2237_4837,HG/86,538,NÆ/86,662,99,136.9,true,2237
RØ,2237_4837,NÆ/86,673,NF/86,712,15,56.2,false,4837
RØ,2241_4841,HG/86,598,NÆ/86,722,106,136.9,true,2241
RØ,2241_4841,NÆ/86,733,NF/86,772,18,56.2,false,4841
RØ,2245_4845,HG/86,658,NÆ/86,782,110,136.9,true,2245
RØ,2245_4845,NÆ/86,793,NF/86,832,22,56.2,false,4845
RØ,2249_4849,HG/86,718,NÆ/86,842,109,136.9,true,2249
RØ,2249_4849,NÆ/86,853,NF/86,892,38,56.2,false,4849
RØ,2253_4853,HG/86,778,NÆ/86,902,197,136.9,true,2253
RØ,2253_4853,NÆ/86,913,NF/86,952,53,56.2,false,4853
RØ,2257_4857,HG/86,838,NÆ/86,962,305,136.9,true,2257
RØ,2257_4857,NÆ/86,973,NF/86,1012,48,56.2,false,4857
RØ,2261_4861,HG/86,898,NÆ/86,1022,437,136.9,true,2261
RØ,2261_4861,NÆ/86,1033,NF/86,1072,25,56.2,false,4861
RØ,2265_4865,HG/86,958,NÆ/86,1082,340,136.9,true,2265
RØ,2265_4865,NÆ/86,1093,NF/86,1132,20,56.2,false,4865
RØ,2269_4869,HG/86,1018,NÆ/86,1142,155,136.9,true,2269
RØ,2269_4869,NÆ/86,1153,NF/86,1192,24,56.2,false,4869
RØ,2273_4873,HG/86,1078,NÆ/86,1202,98,136.9,true,2273
RØ,2273_4873,NÆ/86,1213,NF/86,1252,29,56.2,false,4873
IC,2313_413,ES/86,303,FA/86,367,49,88.5,true,2313
IC,2313_413,FA/86,369,AR/86,428,167,108.5,false,413
IC,2317_417,ES/86,362,FA/86,427,86,88.5,true,2317
IC,2317_417,FA/86,429,AR/86,488,213,108.5,false,417
IC,2321_421,ES/86,422,FA/86,487,67,88.5,true,2321
IC,2321_421,FA/86,489,AR/86,548,138,108.5,false,421
RV,2325_2925,ES/86,484,FA/86,549,54,88.5,true,2325
RV,2325_2925,FA/86,554,AR/86,623,98,108.5,false,2925
IC,2329_429,ES/86,543,FA/86,607,30,88.5,true,2329
IC,2329_429,FA/86,609,AR/86,668,92,108.5,false,429
IC,2333_433,ES/86,603,FA/86,667,59,88.5,true,2333
IC,2333_433,FA/86,669,AR/86,728,119,108.5,false,433
IC,2337_437,ES/86,663,FA/86,727,69,88.5,true,2337
IC,2337_437,FA/86,729,AR/86,788,135,108.5,false,437
RV,2341_2941,ES/86,724,FA/86,789,26,88.5,true,2341
RV,2341_2941,FA/86,794,AR/86,863,43,108.5,false,2941
IC,2345_445,ES/86,783,FA/86,847,82,88.5,true,2345
IC,2345_445,FA/86,849,AR/86,908,217,108.5,false,445
IC,2349_449,ES/86,843,FA/86,907,88,88.5,true,2349
IC,2349_449,FA/86,909,AR/86,968,286,108.5,false,449
IC,2353_453,ES/86,903,FA/86,967,147,88.5,true,2353
IC,2353_453,FA/86,969,AR/86,1028,231,108.5,false,453
RV,2357_2957,ES/86,964,FA/86,1029,146,88.5,true,2357
RV,2357_2957,FA/86,1034,AR/86,1103,243,108.5,false,2957
IC,2361_461,ES/86,1023,FA/86,1087,72,88.5,true,2361
IC,2361_461,FA/86,1089,AR/86,1148,128,108.5,false,461
IC,2365_465,ES/86,1083,FA/86,1147,46,88.5,true,2365
IC,2365_465,FA/86,1149,AR/86,1208,106,108.5,false,465
IC,2369_469,ES/86,1143,FA/86,1207,55,88.5,true,2369
IC,2369_469,FA/86,1209,AR/86,1268,94,108.5,false,469
IC,2371_471,ES/86,1203,FA/86,1267,78,88.5,true,2371
IC,2371_471,FA/86,1269,AR/86,1328,49,108.5,false,471
IC,2377_477,ES/86,1263,FA/86,1327,48,88.5,true,2377
IC,2377_477,FA/86,1329,AR/86,1400,48,108.5,false,477
RØ,2400_2500,NÆ/86,276,KH/86,343,55,79.2,true,2400
RØ,2400_2500,KH/86,352,HG/86,407,13,46.2,true,2500
RØ,2400_3400,NÆ/86,276,KH/86,343,55,79.2,true,2400
RØ,2400_3400,KH/86,346,HG/86,396,24,46.2,true,3400
RØ,2404_3404,NÆ/86,336,KH/86,403,122,79.2,true,2404
RØ,2404_3404,KH/86,406,HG/86,456,50,46.2,true,3404
RØ,2412_1533,NÆ/86,456,KK/86,532,231,82.3,true,2412
RØ,2412_1533,KK/86,533,KB/86,625,95,113.7,false,1533
RØ,2416_1537,NÆ/86,516,KK/86,592,123,82.3,true,2416
RØ,2416_1537,KK/86,593,KB/86,685,71,113.7,false,1537
RØ,2428_1549,NÆ/86,696,KK/86,772,64,82.3,true,2428
RØ,2428_1549,KK/86,773,KB/86,865,89,113.7,false,1549
RØ,2432_1553,NÆ/86,756,KK/86,832,47,82.3,true,2432
RØ,2432_1553,KK/86,833,KB/86,925,126,113.7,false,1553
RØ,2436_3436,NÆ/86,816,KH/86,883,84,79.2,true,2436
RØ,2436_3436,KH/86,886,HG/86,936,159,46.2,true,3436
RØ,2440_3440,NÆ/86,876,KH/86,943,90,79.2,true,2440
RØ,2440_3440,KH/86,946,HG/86,996,177,46.2,true,3440
RØ,2444_3444,NÆ/86,936,KH/86,1003,107,79.2,true,2444
RØ,2444_3444,KH/86,1006,HG/86,1056,177,46.2,true,3444
RØ,2448_3448,NÆ/86,996,KH/86,1063,56,79.2,true,2448
RØ,2448_3448,KH/86,1066,HG/86,1116,100,46.2,true,3448
RØ,2459_3859,KK/86,908,NÆ/86,982,235,82.3,true,2459
RØ,2459_3859,NÆ/86,998,NF/86,1037,50,56.2,false,3859
RØ,2463_3863,KH/86,977,NÆ/86,1042,386,79.2,true,2463
RØ,2463_3863,NÆ/86,1058,NF/86,1097,49,56.2,false,3863
RV,2715_3919,OD/86,400,FA/86,450,29,60.3,true,2715
RV,2715_3919,FA/86,461,AR/86,529,30,108.5,false,3919
RV,2920_2320,AR/86,458,FA/86,526,138,108.5,false,2920
RV,2920_2320,FA/86,531,ES/86,594,37,88.5,true,2320
RV,2936_2336,AR/86,698,FA/86,766,142,108.5,false,2936
RV,2936_2336,FA/86,771,ES/86,834,43,88.5,true,2336
RV,2952_2352,AR/86,938,FA/86,1006,157,108.5,false,2952
RV,2952_2352,FA/86,1011,ES/86,1074,55,88.5,true,2352
RØ,3427_2427,HG/86,384,KH/86,434,140,46.2,true,3427
RØ,3427_2427,KH/86,437,NÆ/86,502,85,79.2,true,2427
