TripId,TrainCategory,TrainId,FromStation,ToStation,Departure,Arrival,Demand,Electrified,GGVId,Distance,UnitSpecificId
1430,L,4050_50,AR/86,VJ/86,920,964,306,False,4050_50_950,82.8,ICA_17
1431,L,4050_50,VJ/86,FA/86,966,981,360,False,4050_50_950,25.7,ICA_17
1432,L,4050_50,FA/86,CPH/86,987,1112,494,True,4050_50_950,230.2,ICA_17
2188,L,75,CPH/86,FA/86,1166,1294,248,True,75_975,230.2,ICA_17
2189,L,75,FA/86,VJ/86,1298,1311,161,False,75_975,25.7,ICA_17
2190,L,75,VJ/86,AR/86,1313,1358,131,False,75_975,82.8,ICA_17
2213,IC,806,ES/86,OD/86,272,352,35,True,206_806,142.3,ICA_18
2214,IC,806,OD/86,HGL/86,360,463,529,True,206_806,163.3,ICA_18
385,IC,157_4157,HGL/86,FA/86,874,1022,465,True,-1,225.8,ICA_18
386,IC,157_4157,FA/86,AR/86,1029,1088,151,False,-1,108.5,ICA_18
387,IC,157_4157,AR/86,ABL/86,1095,1184,61,False,-1,145.3,ICA_18
1570,IC,4184_484,ABL/86,AR/86,1328,1423,16,False,-1,145.3,ICA_18
1571,IC,4184_484,AR/86,KD/86,1430,1513,27,False,-1,128.4,ICA_18
1304,RØ,3802_4204,NF/86,VO/86,283,304,8,False,-1,28.8,ICA_19
1305,RØ,3802_4204,VO/86,HG/86,310,452,222,True,-1,164.3,ICA_19
1231,RØ,3433_4433,HG/86,KH/86,474,524,332,True,-1,46.2,ICA_19
1232,RØ,3433_4433,KH/86,NÆ/86,527,592,39,True,-1,79.2,ICA_19
1739,RØ,4426,NÆ/86,KK/86,666,742,54,True,2224_4426_4824,82.3,ICA_19
309,IC,153,KK/86,FA/86,821,962,241,True,153_2353_453_4153,223.7,ICA_19
1839,IC,453_4153,FA/86,AR/86,969,1028,231,False,153_2353_453_4153,108.5,ICA_19
1840,IC,453_4153,AR/86,ABL/86,1035,1124,161,False,153_2353_453_4153,145.3,ICA_19
1557,IC,4178_4180_182,ABL/86,AB/86,1268,1280,10,False,-1,5.5,ICA_19
1558,IC,4178_4180_182,AB/86,AR/86,1285,1363,30,False,-1,139.8,ICA_19
1559,IC,4178_4180_182,AR/86,FA/86,1370,1431,53,False,-1,108.5,ICA_19
1560,IC,4178_4180_182,FA/86,KH/86,1436,1585,84,True,-1,220.6,ICA_19
214,IC,1401_101_4101,CPH/86,KH/86,12,25,74,True,-1,11.8,ICA_2
215,IC,1401_101_4101,KH/86,FA/86,35,177,115,True,-1,220.6,ICA_2
216,IC,1401_101_4101,FA/86,AR/86,183,248,69,False,-1,108.5,ICA_2
2103,L,6,AR/86,VJ/86,254,304,54,False,-1,82.8,ICA_2
2104,L,6,VJ/86,FA/86,306,321,58,False,-1,25.7,ICA_2
2105,L,6,FA/86,CPH/86,327,452,246,True,-1,230.2,ICA_2
1186,L,31_4031,CPH/86,FA/86,506,634,350,True,31_4031_731,230.2,ICA_2
1187,L,31_4031,FA/86,VJ/86,638,651,227,False,31_4031_731,25.7,ICA_2
1188,L,31_4031,VJ/86,AR/86,653,698,218,False,31_4031_731,82.8,ICA_2
1189,L,31_4031,AR/86,ABL/86,705,788,80,False,31_4031_731,145.3,ICA_2
1514,IC,4148_448,ABL/86,AR/86,788,883,112,False,148_2348_4148_448,145.3,ICA_2
1515,IC,4148_448,AR/86,FA/86,890,949,127,False,148_2348_4148_448,108.5,ICA_2
684,IC,2348,FA/86,ES/86,951,1014,109,True,148_2348_4148_448,88.5,ICA_2
712,IC,2365,ES/86,FA/86,1083,1147,46,True,165_2365_465_4165,88.5,ICA_2
1904,IC,465_4165,FA/86,AR/86,1149,1208,106,False,165_2365_465_4165,108.5,ICA_2
1905,IC,465_4165,AR/86,ABL/86,1215,1304,55,False,165_2365_465_4165,145.3,ICA_2
1574,IC,4190,ABL/86,AR/86,1378,1473,20,False,-1,145.3,ICA_2
1304,RØ,3802_4204,NF/86,VO/86,283,304,8,False,-1,28.8,ICA_20
1305,RØ,3802_4204,VO/86,HG/86,310,452,222,True,-1,164.3,ICA_20
524,RØ,2233_4833,HG/86,NÆ/86,478,602,377,True,-1,136.9,ICA_20
525,RØ,2233_4833,NÆ/86,NF/86,613,652,15,False,-1,56.2,ICA_20
1996,RØ,4828,NF/86,NÆ/86,667,706,14,False,2228_4430_4828,56.2,ICA_20
511,RØ,2228,NÆ/86,HG/86,718,842,113,True,2228_4430_4828,136.9,ICA_20
1243,RØ,3463_2463,HG/86,KH/86,924,974,191,True,3463_2463_3863_4263,46.2,ICA_20
1244,RØ,3463_2463,KH/86,NÆ/86,977,1042,386,True,3463_2463_3863_4263,79.2,ICA_20
1314,RØ,3863,NÆ/86,NF/86,1058,1097,49,False,3463_2463_3863_4263,56.2,ICA_20
2359,L,910,SDB/86,FA/86,284,377,67,True,10_910,136.5,ICA_21
1093,RV,2917,FA/86,AR/86,432,500,104,False,-1,108.5,ICA_21
1109,RV,2932,AR/86,FA/86,638,706,99,False,-1,108.5,ICA_21
202,IC,132,FA/86,HGL/86,716,869,165,True,132_2332_4132_432,225.8,ICA_21
119,M,12399,HGL/86,KH/86,949,962,0,True,-1,5.2,ICA_21
163,RØ,1261,KH/86,NF/86,968,1043,417,False,-1,144.7,ICA_21
2020,RØ,4856_2256,NF/86,NÆ/86,1087,1126,13,False,-1,56.2,ICA_21
2021,RØ,4856_2256,NÆ/86,HG/86,1138,1262,104,True,-1,136.9,ICA_21
460,RØ,2089,HG/86,KH/86,1318,1373,36,True,1289_2089_2291,46.2,ICA_21
196,RØ,1289,KH/86,NF/86,1387,1475,117,False,1289_2089_2291,144.7,ICA_21
2210,IC,802,OD/86,HGL/86,300,403,246,True,-1,163.3,ICA_22
101,M,12393,HGL/86,KH/86,471,485,0,True,-1,5.2,ICA_22
128,RØ,1241,KH/86,NF/86,668,743,67,False,-1,144.7,ICA_22
86,RØ,1232,NF/86,KH/86,758,835,99,False,-1,144.7,ICA_22
163,RØ,1261,KH/86,NF/86,968,1043,417,False,-1,144.7,ICA_22
2024,RØ,4860_2260,NF/86,NÆ/86,1147,1186,9,False,-1,56.2,ICA_22
2025,RØ,4860_2260,NÆ/86,HG/86,1198,1322,88,True,-1,136.9,ICA_22
1692,RØ,4291_1591,HG/86,KH/86,1348,1403,36,True,-1,46.2,ICA_22
1693,RØ,4291_1591,KH/86,KB/86,1410,1510,102,False,-1,110.6,ICA_22
634,IC,2313,ES/86,FA/86,303,367,49,True,1413_113_2308_2313_413_4113,88.5,ICA_23
1502,IC,413_4113,FA/86,AR/86,369,428,167,False,1413_113_2308_2313_413_4113,108.5,ICA_23
1503,IC,413_4113,AR/86,ABL/86,435,524,178,False,1413_113_2308_2313_413_4113,145.3,ICA_23
1399,L,4030_30,ABL/86,AR/86,526,613,119,False,-1,145.3,ICA_23
1400,L,4030_30,AR/86,VJ/86,620,664,253,False,-1,82.8,ICA_23
1401,L,4030_30,VJ/86,FA/86,666,681,278,False,-1,25.7,ICA_23
1402,L,4030_30,FA/86,CPH/86,687,812,333,True,-1,230.2,ICA_23
2097,L,59_4059,CPH/86,FA/86,926,1054,653,True,59_4059_959,230.2,ICA_23
2098,L,59_4059,FA/86,VJ/86,1058,1071,407,False,59_4059_959,25.7,ICA_23
2099,L,59_4059,VJ/86,AR/86,1073,1118,355,False,59_4059_959,82.8,ICA_23
1542,IC,4171,AR/86,AB/86,1305,1379,49,False,-1,139.8,ICA_23
35,L,11_4011,OD/86,FA/86,303,334,10,True,11_4011_911,60.3,ICA_24
1911,RR,4708,FA/86,OD/86,334,376,57,True,-1,60.3,ICA_24
2108,L,608,OD/86,KH/86,379,458,368,True,-1,158.1,ICA_24
89,RØ,1233,KH/86,NF/86,548,623,71,False,-1,144.7,ICA_24
74,RØ,1224,NF/86,KH/86,638,715,103,False,-1,144.7,ICA_24
134,RØ,1245,KH/86,NF/86,728,803,76,False,-1,144.7,ICA_24
92,RØ,1236,NF/86,KH/86,818,895,120,False,-1,144.7,ICA_24
163,RØ,1261,KH/86,NF/86,968,1043,417,False,-1,144.7,ICA_24
160,RØ,1260,NF/86,KH/86,1178,1255,69,False,-1,144.7,ICA_24
193,RØ,1281,KH/86,NF/86,1267,1351,99,False,-1,144.7,ICA_24
1271,RØ,3502,KB/86,KK/86,303,391,133,False,3502_4425,113.7,ICA_25
1736,RØ,4425,KK/86,NÆ/86,398,472,74,True,3502_4425,82.3,ICA_25
1724,RØ,4414,NÆ/86,KK/86,486,562,124,True,2212_4414_4812,82.3,ICA_25
2467,M,9720,KK/86,HGL/86,692,696,0,True,-1,2.1,ICA_25
119,M,12399,HGL/86,KH/86,949,962,0,True,-1,5.2,ICA_25
1244,RØ,3463_2463,KH/86,NÆ/86,977,1042,386,True,3463_2463_3863_4263,79.2,ICA_25
1314,RØ,3863,NÆ/86,NF/86,1058,1097,49,False,3463_2463_3863_4263,56.2,ICA_25
1375,L,4014_14,AB/86,AR/86,303,372,74,False,-1,139.8,ICA_26
1376,L,4014_14,AR/86,VJ/86,380,424,413,False,-1,82.8,ICA_26
1377,L,4014_14,VJ/86,FA/86,426,441,462,False,-1,25.7,ICA_26
1378,L,4014_14,FA/86,CPH/86,447,572,663,True,-1,230.2,ICA_26
1363,L,39_4039,CPH/86,FA/86,626,754,322,True,-1,230.2,ICA_26
1364,L,39_4039,FA/86,VJ/86,758,771,295,False,-1,25.7,ICA_26
1365,L,39_4039,VJ/86,AR/86,773,818,263,False,-1,82.8,ICA_26
1366,L,39_4039,AR/86,ABL/86,825,908,141,False,-1,145.3,ICA_26
1441,L,4058_58,ABL/86,AR/86,946,1033,160,False,4058_58_958,145.3,ICA_26
1442,L,4058_58,AR/86,VJ/86,1040,1084,251,False,4058_58_958,82.8,ICA_26
1443,L,4058_58,VJ/86,FA/86,1086,1101,280,False,4058_58_958,25.7,ICA_26
1444,L,4058_58,FA/86,CPH/86,1107,1232,309,True,4058_58_958,230.2,ICA_26
1977,RØ,4804,NF/86,NÆ/86,307,346,18,False,2204_4406_3406_4804,56.2,ICA_27
478,RØ,2204,NÆ/86,HG/86,358,482,229,True,2204_4406_3406_4804,136.9,ICA_27
531,RØ,2237_4837,HG/86,NÆ/86,538,662,99,True,-1,136.9,ICA_27
532,RØ,2237_4837,NÆ/86,NF/86,673,712,15,False,-1,56.2,ICA_27
1999,RØ,4832,NF/86,NÆ/86,727,766,23,False,2232_4434_3434_4832,56.2,ICA_27
521,RØ,2232,NÆ/86,HG/86,778,902,143,True,2232_4434_3434_4832,136.9,ICA_27
1243,RØ,3463_2463,HG/86,KH/86,924,974,191,True,3463_2463_3863_4263,46.2,ICA_27
1244,RØ,3463_2463,KH/86,NÆ/86,977,1042,386,True,3463_2463_3863_4263,79.2,ICA_27
1777,RØ,4454,NÆ/86,KK/86,1086,1162,34,True,2252_4454_4852,82.3,ICA_27
390,RØ,1581,KK/86,KB/86,1253,1346,123,False,-1,113.7,ICA_27
1977,RØ,4804,NF/86,NÆ/86,307,346,18,False,2204_4406_3406_4804,56.2,ICA_28
1717,RØ,4406_3406,NÆ/86,KH/86,366,433,253,True,2204_4406_3406_4804,79.2,ICA_28
1718,RØ,4406_3406,KH/86,HG/86,436,486,134,True,2204_4406_3406_4804,46.2,ICA_28
1629,RØ,4239,HG/86,NÆ/86,568,692,139,True,-1,136.9,ICA_28
779,RØ,2428,NÆ/86,KK/86,696,772,64,True,1549_2428,82.3,ICA_28
339,RØ,1549,KK/86,KB/86,773,865,89,False,1549_2428,113.7,ICA_28
1283,RØ,3542,KB/86,KK/86,907,994,212,False,-1,113.7,ICA_28
366,RØ,1565,KK/86,KB/86,1013,1105,212,False,-1,113.7,ICA_28
357,RØ,1560,KB/86,KK/86,1177,1266,100,False,1560_2483,113.7,ICA_28
852,RØ,2483,KK/86,NÆ/86,1268,1342,71,True,1560_2483,82.3,ICA_28
591,RØ,2270,NÆ/86,KH/86,1365,1430,20,True,-1,90.7,ICA_28
1977,RØ,4804,NF/86,NÆ/86,307,346,18,False,2204_4406_3406_4804,56.2,ICA_29
1717,RØ,4406_3406,NÆ/86,KH/86,366,433,253,True,2204_4406_3406_4804,79.2,ICA_29
83,RØ,1229,KH/86,NF/86,488,563,128,False,-1,144.7,ICA_29
68,RØ,1220,NF/86,KH/86,578,655,100,False,1220_1541,144.7,ICA_29
327,RØ,1541,KH/86,KB/86,662,745,44,False,1220_1541,110.6,ICA_29
318,RØ,1536,KB/86,KK/86,817,907,181,False,1536_2459_3859_4259,113.7,ICA_29
825,RØ,2459,KK/86,NÆ/86,908,982,235,True,1536_2459_3859_4259,82.3,ICA_29
1770,RØ,4450_3450,NÆ/86,KH/86,1026,1093,54,True,2248_4450_3450_4848,79.2,ICA_29
1771,RØ,4450_3450,KH/86,HG/86,1096,1146,139,True,2248_4450_3450_4848,46.2,ICA_29
1894,RØ,4585,HG/86,KH/86,1243,1298,87,True,-1,46.2,ICA_29
2422,M,9387,KH/86,CPH/86,1321,1334,0,True,-1,11.8,ICA_29
214,IC,1401_101_4101,CPH/86,KH/86,12,25,74,True,-1,11.8,ICA_3
2455,M,9676,KH/86,KK/86,64,70,0,True,-1,3.1,ICA_3
288,RØ,1517,KK/86,KB/86,293,385,51,False,-1,113.7,ICA_3
282,RØ,1512,KB/86,KK/86,457,547,242,False,-1,113.7,ICA_3
321,RØ,1537,KK/86,KB/86,593,685,71,False,1537_2416,113.7,ICA_3
312,RØ,1532,KB/86,KK/86,757,847,142,False,1532_2455,113.7,ICA_3
819,RØ,2455,KK/86,NÆ/86,848,922,132,True,1532_2455,82.3,ICA_3
1763,RØ,4446_3446,NÆ/86,KH/86,966,1033,79,True,2244_4446_3446_4844,79.2,ICA_3
1764,RØ,4446_3446,KH/86,HG/86,1036,1086,153,True,2244_4446_3446_4844,46.2,ICA_3
975,RØ,2579,HG/86,KH/86,1153,1208,52,True,-1,46.2,ICA_3
429,IC,181,KH/86,FA/86,1250,1382,166,True,181_2376,220.6,ICA_3
430,IC,181,FA/86,AR/86,1388,1458,31,False,181_2376,108.5,ICA_3
1470,IC,4105,AR/86,ABL/86,312,404,21,False,-1,145.3,ICA_30
1387,L,4022_22,ABL/86,AR/86,406,493,234,False,4022_22_722,145.3,ICA_30
1388,L,4022_22,AR/86,VJ/86,500,544,280,False,4022_22_722,82.8,ICA_30
1389,L,4022_22,VJ/86,FA/86,546,561,268,False,4022_22_722,25.7,ICA_30
1390,L,4022_22,FA/86,CPH/86,567,692,337,True,4022_22_722,230.2,ICA_30
2031,L,51_4051,CPH/86,FA/86,806,934,386,True,51_4051_951,230.2,ICA_30
2032,L,51_4051,FA/86,VJ/86,938,951,322,False,51_4051_951,25.7,ICA_30
2033,L,51_4051,VJ/86,AR/86,953,998,298,False,51_4051_951,82.8,ICA_30
2034,L,51_4051,AR/86,ABL/86,1005,1088,156,False,51_4051_951,145.3,ICA_30
1552,IC,4176_176,ABL/86,AR/86,1208,1303,63,False,-1,145.3,ICA_30
1553,IC,4176_176,AR/86,FA/86,1310,1371,82,False,-1,108.5,ICA_30
1554,IC,4176_176,FA/86,KH/86,1376,1510,68,True,-1,220.6,ICA_30
1470,IC,4105,AR/86,ABL/86,312,404,21,False,-1,145.3,ICA_31
1387,L,4022_22,ABL/86,AR/86,406,493,234,False,4022_22_722,145.3,ICA_31
1388,L,4022_22,AR/86,VJ/86,500,544,280,False,4022_22_722,82.8,ICA_31
1389,L,4022_22,VJ/86,FA/86,546,561,268,False,4022_22_722,25.7,ICA_31
1390,L,4022_22,FA/86,CPH/86,567,692,337,True,4022_22_722,230.2,ICA_31
2037,L,55_4055,CPH/86,FA/86,866,994,441,True,-1,230.2,ICA_31
2038,L,55_4055,FA/86,VJ/86,998,1011,379,False,-1,25.7,ICA_31
2039,L,55_4055,VJ/86,AR/86,1013,1058,330,False,-1,82.8,ICA_31
1156,RV,2964,AR/86,FA/86,1118,1186,112,False,-1,108.5,ICA_31
2477,L,975,FA/86,SDB/86,1301,1392,43,True,75_975,136.5,ICA_31
2,L,10,AR/86,VJ/86,320,364,153,False,10_910,82.8,ICA_32
3,L,10,VJ/86,FA/86,366,381,203,False,10_910,25.7,ICA_32
4,L,10,FA/86,CPH/86,387,512,614,True,10_910,230.2,ICA_32
1298,L,35_4035,CPH/86,FA/86,566,694,237,True,35_4035_935,230.2,ICA_32
1299,L,35_4035,FA/86,VJ/86,698,711,160,False,35_4035_935,25.7,ICA_32
1300,L,35_4035,VJ/86,AR/86,713,758,146,False,35_4035_935,82.8,ICA_32
1301,L,35_4035,AR/86,ABL/86,765,848,72,False,35_4035_935,145.3,ICA_32
1518,IC,4152_152,ABL/86,AR/86,848,943,108,False,-1,145.3,ICA_32
1519,IC,4152_152,AR/86,FA/86,950,1011,149,False,-1,108.5,ICA_32
1520,IC,4152_152,FA/86,KH/86,1016,1150,145,True,-1,220.6,ICA_32
187,RØ,1277,KH/86,NF/86,1207,1291,94,False,-1,144.7,ICA_32
2,L,10,AR/86,VJ/86,320,364,153,False,10_910,82.8,ICA_33
3,L,10,VJ/86,FA/86,366,381,203,False,10_910,25.7,ICA_33
4,L,10,FA/86,CPH/86,387,512,614,True,10_910,230.2,ICA_33
1298,L,35_4035,CPH/86,FA/86,566,694,237,True,35_4035_935,230.2,ICA_33
1299,L,35_4035,FA/86,VJ/86,698,711,160,False,35_4035_935,25.7,ICA_33
2185,L,747,VJ/86,STR/86,899,1008,76,False,47_4047_747,129.7,ICA_33
2193,L,762,STR/86,FA/86,1024,1154,52,False,4062_62_762,155.4,ICA_33
1171,RV,2973,FA/86,AR/86,1274,1343,14,False,-1,108.5,ICA_33
1473,IC,4116_416,AB/86,AR/86,325,403,137,False,116_2316_4116_416,139.8,ICA_34
1474,IC,4116_416,AR/86,FA/86,410,469,239,False,116_2316_4116_416,108.5,ICA_34
637,IC,2316,FA/86,ES/86,471,534,132,True,116_2316_4116_416,88.5,ICA_34
662,IC,2333,ES/86,FA/86,603,667,59,True,133_2333_433_4133,88.5,ICA_34
2413,L,935,FA/86,SDB/86,701,792,63,True,35_4035_935,136.5,ICA_34
2437,L,950,SDB/86,FA/86,884,977,78,True,4050_50_950,136.5,ICA_34
1045,RV,2754,FA/86,OD/86,1000,1067,12,True,-1,60.3,ICA_34
438,L,19_4019,CPH/86,FA/86,326,454,332,True,19_4019_919,230.2,ICA_35
439,L,19_4019,FA/86,VJ/86,458,471,300,False,19_4019_919,25.7,ICA_35
440,L,19_4019,VJ/86,AR/86,473,518,232,False,19_4019_919,82.8,ICA_35
1406,L,4034_34,AR/86,VJ/86,680,724,226,False,4034_34_934,82.8,ICA_35
1407,L,4034_34,VJ/86,FA/86,726,741,248,False,4034_34_934,25.7,ICA_35
1408,L,4034_34,FA/86,CPH/86,747,872,348,True,4034_34_934,230.2,ICA_35
2129,L,63_4063,CPH/86,FA/86,986,1114,589,True,63_4063_763,230.2,ICA_35
2130,L,63_4063,FA/86,VJ/86,1118,1131,364,False,63_4063_763,25.7,ICA_35
2131,L,63_4063,VJ/86,AR/86,1133,1178,337,False,63_4063_763,82.8,ICA_35
1563,IC,4179,AR/86,AB/86,1425,1499,11,False,-1,139.8,ICA_35
2105,L,6,FA/86,CPH/86,327,452,246,True,-1,230.2,ICA_36
1186,L,31_4031,CPH/86,FA/86,506,634,350,True,31_4031_731,230.2,ICA_36
1187,L,31_4031,FA/86,VJ/86,638,651,227,False,31_4031_731,25.7,ICA_36
1188,L,31_4031,VJ/86,AR/86,653,698,218,False,31_4031_731,82.8,ICA_36
1424,L,4046_46,AR/86,VJ/86,860,904,247,False,4046_46_746,82.8,ICA_36
1425,L,4046_46,VJ/86,FA/86,906,921,264,False,4046_46_746,25.7,ICA_36
1426,L,4046_46,FA/86,CPH/86,927,1052,409,True,4046_46_746,230.2,ICA_36
2165,L,71,CPH/86,FA/86,1106,1234,232,True,-1,230.2,ICA_36
2166,L,71,FA/86,VJ/86,1238,1251,208,False,-1,25.7,ICA_36
2167,L,71,VJ/86,AR/86,1253,1298,205,False,-1,82.8,ICA_36
2217,IC,810,ES/86,OD/86,332,412,141,True,208_810,142.3,ICA_37
2218,IC,810,OD/86,HGL/86,420,523,558,True,208_810,163.3,ICA_37
385,IC,157_4157,HGL/86,FA/86,874,1022,465,True,-1,225.8,ICA_37
2446,L,959,FA/86,SDB/86,1061,1152,109,True,59_4059_959,136.5,ICA_37
2498,RR,982,SDB/86,FA/86,1364,1457,2,True,-1,136.5,ICA_37
1911,RR,4708,FA/86,OD/86,334,376,57,True,-1,60.3,ICA_38
453,IC,208,OD/86,CPH/86,429,534,238,True,208_810,166.9,ICA_38
1363,L,39_4039,CPH/86,FA/86,626,754,322,True,-1,230.2,ICA_38
1364,L,39_4039,FA/86,VJ/86,758,771,295,False,-1,25.7,ICA_38
1365,L,39_4039,VJ/86,AR/86,773,818,263,False,-1,82.8,ICA_38
1337,RV,3950,AR/86,FA/86,909,977,118,False,-1,108.5,ICA_38
700,RV,2357_2957,FA/86,AR/86,1034,1103,243,False,-1,108.5,ICA_38
1168,RV,2972,AR/86,FA/86,1238,1306,61,False,-1,108.5,ICA_38
727,IC,2376,FA/86,ES/86,1392,1455,55,True,181_2376,88.5,ICA_38
1911,RR,4708,FA/86,OD/86,334,376,57,True,-1,60.3,ICA_39
1927,RV,4719_2921,OD/86,FA/86,432,477,29,True,-1,60.3,ICA_39
1928,RV,4719_2921,FA/86,AR/86,494,563,33,False,-1,108.5,ICA_39
1412,L,4038_38,AR/86,VJ/86,740,784,221,False,4038_38_738,82.8,ICA_39
1413,L,4038_38,VJ/86,FA/86,786,801,229,False,4038_38_738,25.7,ICA_39
1414,L,4038_38,FA/86,CPH/86,807,932,388,True,4038_38_738,230.2,ICA_39
2129,L,63_4063,CPH/86,FA/86,986,1114,589,True,63_4063_763,230.2,ICA_39
2130,L,63_4063,FA/86,VJ/86,1118,1131,364,False,63_4063_763,25.7,ICA_39
2131,L,63_4063,VJ/86,AR/86,1133,1178,337,False,63_4063_763,82.8,ICA_39
214,IC,1401_101_4101,CPH/86,KH/86,12,25,74,True,-1,11.8,ICA_4
2455,M,9676,KH/86,KK/86,64,70,0,True,-1,3.1,ICA_4
288,RØ,1517,KK/86,KB/86,293,385,51,False,-1,113.7,ICA_4
282,RØ,1512,KB/86,KK/86,457,547,242,False,-1,113.7,ICA_4
1753,RØ,4441,KK/86,NÆ/86,638,712,35,True,-1,82.3,ICA_4
1742,RØ,4430,NÆ/86,KK/86,726,802,44,True,2228_4430_4828,82.3,ICA_4
1289,RØ,3555,KK/86,KB/86,866,960,206,False,-1,113.7,ICA_4
1286,RØ,3546,KB/86,KK/86,967,1054,142,False,-1,113.7,ICA_4
369,RØ,1569,KK/86,KB/86,1073,1165,132,False,-1,113.7,ICA_4
372,RØ,1570_4270,KB/86,KH/86,1310,1410,36,False,-1,110.6,ICA_4
373,RØ,1570_4270,KH/86,HG/86,1417,1472,137,True,-1,46.2,ICA_4
36,L,11_4011,FA/86,VJ/86,338,351,15,False,11_4011_911,25.7,ICA_40
37,L,11_4011,VJ/86,AR/86,353,398,69,False,11_4011_911,82.8,ICA_40
38,L,11_4011,AR/86,ABL/86,405,488,125,False,11_4011_911,145.3,ICA_40
1489,IC,4128_428,ABL/86,AR/86,488,583,110,False,128_2328_4128_428,145.3,ICA_40
1490,IC,4128_428,AR/86,FA/86,590,649,69,False,128_2328_4128_428,108.5,ICA_40
653,IC,2328,FA/86,ES/86,651,714,37,True,128_2328_4128_428,88.5,ICA_40
681,IC,2345,ES/86,FA/86,783,847,82,True,145_2345_445_4145,88.5,ICA_40
1783,IC,445_4145,FA/86,AR/86,849,908,217,False,145_2345_445_4145,108.5,ICA_40
1784,IC,445_4145,AR/86,ABL/86,915,1004,279,False,145_2345_445_4145,145.3,ICA_40
1531,IC,4164_464,ABL/86,AR/86,1028,1123,94,False,164_2364_4164_464,145.3,ICA_40
1532,IC,4164_464,AR/86,FA/86,1130,1189,100,False,164_2364_4164_464,108.5,ICA_40
709,IC,2364,FA/86,ES/86,1191,1254,73,True,164_2364_4164_464,88.5,ICA_40
1084,RV,2912,AR/86,FA/86,338,406,85,False,-1,108.5,ICA_41
2386,L,919,FA/86,SDB/86,461,552,64,True,19_4019_919,136.5,ICA_41
2410,L,934,SDB/86,FA/86,644,737,73,True,4034_34_934,136.5,ICA_41
2434,L,943,FA/86,SDB/86,821,912,105,True,43_4043_943,136.5,ICA_41
2443,L,958,SDB/86,FA/86,1004,1097,55,True,4058_58_958,136.5,ICA_41
2452,L,967,FA/86,SDB/86,1181,1272,65,True,67_4067_967,136.5,ICA_41
41,RØ,1204,NF/86,KH/86,338,415,224,False,-1,144.7,ICA_42
1220,RØ,3427_2427,KH/86,NÆ/86,437,502,85,True,-1,79.2,ICA_42
761,RØ,2416,NÆ/86,KK/86,516,592,123,True,1537_2416,82.3,ICA_42
321,RØ,1537,KK/86,KB/86,593,685,71,False,1537_2416,113.7,ICA_42
318,RØ,1536,KB/86,KK/86,817,907,181,False,1536_2459_3859_4259,113.7,ICA_42
414,IC,165,KK/86,FA/86,1001,1142,395,True,165_2365_465_4165,223.7,ICA_42
1165,RV,2969,FA/86,AR/86,1214,1283,55,False,-1,108.5,ICA_42
41,RØ,1204,NF/86,KH/86,338,415,224,False,-1,144.7,ICA_43
1220,RØ,3427_2427,KH/86,NÆ/86,437,502,85,True,-1,79.2,ICA_43
1727,RØ,4418,NÆ/86,KK/86,546,622,85,True,2216_4418_4816,82.3,ICA_43
242,IC,145,KK/86,FA/86,701,842,123,True,145_2345_445_4145,223.7,ICA_43
1783,IC,445_4145,FA/86,AR/86,849,908,217,False,145_2345_445_4145,108.5,ICA_43
1784,IC,445_4145,AR/86,ABL/86,915,1004,279,False,145_2345_445_4145,145.3,ICA_43
1453,L,4066_66,ABL/86,AR/86,1066,1153,56,False,4066_66_966,145.3,ICA_43
1454,L,4066_66,AR/86,VJ/86,1160,1204,106,False,4066_66_966,82.8,ICA_43
1455,L,4066_66,VJ/86,FA/86,1206,1221,119,False,4066_66_966,25.7,ICA_43
1456,L,4066_66,FA/86,CPH/86,1227,1352,182,True,4066_66_966,230.2,ICA_43
1917,RV,4713_3915,OD/86,FA/86,340,386,17,True,-1,60.3,ICA_44
1918,RV,4713_3915,FA/86,AR/86,401,469,85,False,-1,108.5,ICA_44
1103,RV,2928,AR/86,FA/86,578,646,101,False,-1,108.5,ICA_44
1112,RV,2933,FA/86,AR/86,674,743,30,False,-1,108.5,ICA_44
1131,RV,2948,AR/86,FA/86,878,946,230,False,-1,108.5,ICA_44
251,IC,148,FA/86,KK/86,956,1099,187,True,148_2348_4148_448,223.7,ICA_44
376,RØ,1573,KK/86,KB/86,1133,1225,78,False,-1,113.7,ICA_44
379,RØ,1574,KB/86,KH/86,1370,1470,21,False,-1,110.6,ICA_44
2362,L,911,FA/86,SDB/86,341,432,13,True,11_4011_911,136.5,ICA_45
2389,L,926,SDB/86,FA/86,524,617,87,True,4026_26_926,136.5,ICA_45
190,IC,128,FA/86,KK/86,656,799,125,True,128_2328_4128_428,223.7,ICA_45
1289,RØ,3555,KK/86,KB/86,866,960,206,False,-1,113.7,ICA_45
336,RØ,1548,KB/86,KK/86,997,1087,144,False,-1,113.7,ICA_45
423,IC,173,KK/86,FA/86,1121,1262,130,True,173_2371_471,223.7,ICA_45
1914,IC,471,FA/86,AR/86,1269,1328,49,False,173_2371_471,108.5,ICA_45
1372,L,4007,AR/86,ABL/86,345,428,48,False,-1,145.3,ICA_46
1485,IC,4124_424,ABL/86,AR/86,428,523,233,False,124_2324_4124_424,145.3,ICA_46
1486,IC,4124_424,AR/86,FA/86,530,589,151,False,124_2324_4124_424,108.5,ICA_46
646,IC,2324,FA/86,ES/86,591,654,100,True,124_2324_4124_424,88.5,ICA_46
